{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8925217}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.075741865}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.010621643}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9962368}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.001228046}  {Name:n01883070 wombat, Probability:0.00068076135}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.67780435}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.24334124}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0480289}
{Name:n03404251 fur coat, Probability:0.31257942}  {Name:n02124075 Egyptian cat, Probability:0.054953363}  {Name:n02443484 black-footed ferret, ferret, Mustela nigripes, Probability:0.03728285}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9931966}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0030946862}  {Name:n02114367 timber wolf, grey wolf, gray wolf, Canis lupus, Probability:0.00076442835}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.87195045}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.10494239}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.02062418}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99977416}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0002169691}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:8.611126e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.4324434}  {Name:n02412080 ram, tup, Probability:0.12284832}  {Name:n02437616 llama, Probability:0.07709126}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.87773496}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.049876057}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.037151724}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8435649}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0664166}  {Name:n02410509 bison, Probability:0.035533093}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.934683}  {Name:n02104029 kuvasz, Probability:0.015796645}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.009933502}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.996651}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0033369334}  {Name:n02105056 groenendael, Probability:6.5279696e-06}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9984206}  {Name:n02098105 soft-coated wheaten terrier, Probability:0.00034826502}  {Name:n02093647 Bedlington terrier, Probability:0.00034606268}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99362}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0054072947}  {Name:n02077923 sea lion, Probability:0.00053676276}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.85624516}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.03506984}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.028902987}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.774963}  {Name:n02111500 Great Pyrenees, Probability:0.10949902}  {Name:n02104029 kuvasz, Probability:0.058144625}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.46240932}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.14969629}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.13085213}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9135786}  {Name:n02486410 baboon, Probability:0.018698724}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.011333143}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.46896008}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.31407627}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.10319246}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.65018284}  {Name:n11879895 rapeseed, Probability:0.29707417}  {Name:n02105056 groenendael, Probability:0.02666123}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99966383}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00016193555}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:9.2824754e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.85582656}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.04719956}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.04069586}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99965596}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00026239196}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:3.396594e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.89581424}  {Name:n01883070 wombat, Probability:0.08736914}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01155788}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9969121}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.002563382}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0002343292}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.49803406}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.16540995}  {Name:n02488291 langur, Probability:0.10792808}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.40899202}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.19588706}  {Name:n02410509 bison, Probability:0.1350173}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9904287}  {Name:n02104029 kuvasz, Probability:0.007930618}  {Name:n02099712 Labrador retriever, Probability:0.00055545534}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.31630775}  {Name:n02114367 timber wolf, grey wolf, gray wolf, Canis lupus, Probability:0.27731666}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.25607735}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.768839}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.22854942}  {Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.00065784703}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7867329}  {Name:n02492660 howler monkey, howler, Probability:0.063539095}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.057990436}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98127776}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.009785396}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0047146967}
{Name:n02444819 otter, Probability:0.5086128}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.45427096}  {Name:n02077923 sea lion, Probability:0.018134067}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.74689424}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.21116439}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.03503961}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6770017}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.31710163}  {Name:n02107574 Greater Swiss Mountain dog, Probability:0.0016948383}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8628185}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.13637874}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.000794819}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9970456}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00264126}  {Name:n02099712 Labrador retriever, Probability:0.00012604291}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96979684}  {Name:n02410509 bison, Probability:0.023689372}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0016808208}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6879635}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.30483043}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0053071575}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.69054794}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.30737475}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.0011153064}
{Name:n03042490 cliff dwelling, Probability:0.5147034}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.17226352}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.09764201}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9593791}  {Name:n02077923 sea lion, Probability:0.026815845}  {Name:n02074367 dugong, Dugong dugon, Probability:0.005276577}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99974626}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:7.092196e-05}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:4.4734614e-05}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.51589537}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.14780763}  {Name:n02444819 otter, Probability:0.06865609}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9014134}  {Name:n02104029 kuvasz, Probability:0.08589776}  {Name:n02111500 Great Pyrenees, Probability:0.0050277635}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.708041}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.2903329}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0009084409}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9995258}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0003497502}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:7.318044e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99160975}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.0038326622}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0013550045}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.24646662}  {Name:n02403003 ox, Probability:0.13789155}  {Name:n02102480 Sussex spaniel, Probability:0.07871298}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9999527}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:2.1232552e-05}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:8.065425e-06}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999169}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:3.174205e-05}  {Name:n02444819 otter, Probability:1.4929374e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9998795}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00011904225}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:3.9904018e-07}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.52308166}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.47213516}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0047376566}
{Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.2567248}  {Name:n02092339 Weimaraner, Probability:0.17903318}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.06768215}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9955988}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0039104945}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00041317925}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.926518}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.06121968}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0062946375}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.91114664}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.03681493}  {Name:n02104029 kuvasz, Probability:0.022179633}
{Name:n02410509 bison, Probability:0.84594613}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.104258314}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.025021207}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8735635}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.0816605}  {Name:n01664065 loggerhead, loggerhead turtle, Caretta caretta, Probability:0.028764173}
