{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.4817549}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.14458753}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.09241017}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.94487345}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.054970436}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:7.336188e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9714713}  {Name:n01883070 wombat, Probability:0.017674731}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0060001942}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8919208}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.05655469}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.04147609}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8006656}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.1698322}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.011017638}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9936625}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0033038335}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00053492456}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9987527}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0007556417}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00049012306}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6602188}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.33485323}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0037061695}
{Name:n02480855 gorilla, Gorilla gorilla, Probability:0.5376561}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.09774996}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.054330297}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.90096414}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.051399145}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.020159759}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9113239}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0866318}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0020287219}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9435857}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.044515822}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0073153474}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.85466224}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.11566022}  {Name:n02099267 flat-coated retriever, Probability:0.00680646}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6216833}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.3766423}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00080915034}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9980673}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0018414471}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:3.910821e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.96547294}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.028352398}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.005728147}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9965333}  {Name:n02105056 groenendael, Probability:0.0020146281}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0010584238}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9784591}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.004627276}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.0027243425}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6806202}  {Name:n02492660 howler monkey, howler, Probability:0.20948459}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.031664204}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99643755}  {Name:n02104365 schipperke, Probability:0.00075859023}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.0007310404}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9859503}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01395973}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:7.513042e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93323267}  {Name:n02105056 groenendael, Probability:0.02659638}  {Name:n02104365 schipperke, Probability:0.008805671}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.7955549}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.16280016}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.004332699}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9994343}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00034342922}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0001324058}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9833333}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.016651668}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:9.269377e-06}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.81201965}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.16752642}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.0043329233}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.97263837}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.02732505}  {Name:n02117135 hyena, hyaena, Probability:8.196745e-06}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93399113}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.05237604}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.013234278}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7907972}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.2056773}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0035239807}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9217238}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.07454639}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0026504863}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99111944}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.007763392}  {Name:n01883070 wombat, Probability:0.000765218}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9997012}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00023810256}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:3.5541096e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5581543}  {Name:n02105056 groenendael, Probability:0.26314297}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.06099333}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6977812}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.23717883}  {Name:n02077923 sea lion, Probability:0.016019447}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9839393}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.014552182}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0014516079}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.996454}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0026853567}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00047968607}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99564016}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.003020723}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.001246557}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5214793}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.46519542}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0061854655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.967661}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.022907143}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.009156188}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.27257985}  {Name:n01698640 American alligator, Alligator mississipiensis, Probability:0.14222798}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.10654273}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5020501}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.46025255}  {Name:n02104365 schipperke, Probability:0.0072792284}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.94040823}  {Name:n02410509 bison, Probability:0.018429674}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.016038815}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.33924368}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.18531336}  {Name:n01883070 wombat, Probability:0.14936085}
{Name:n02104365 schipperke, Probability:0.3812948}  {Name:n02107312 miniature pinscher, Probability:0.11954491}  {Name:n02091032 Italian greyhound, Probability:0.101798475}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.974033}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.025606195}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00035149805}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5894717}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.14083096}  {Name:n02363005 beaver, Probability:0.10041456}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8136802}  {Name:n02097130 giant schnauzer, Probability:0.027121404}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.016532656}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99262804}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0029751756}  {Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.0014411906}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9760671}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.020508189}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.003061333}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9971675}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0028219281}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:5.557363e-06}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.85412675}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.045512713}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.011476181}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93264246}  {Name:n02105056 groenendael, Probability:0.019406838}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.015145053}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8821218}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0992634}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.018497992}
{Name:n02492660 howler monkey, howler, Probability:0.7178706}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.12115361}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.07059411}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9731218}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0046935673}  {Name:n02492660 howler monkey, howler, Probability:0.0033028035}
