{Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.35942364}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.21924742}  {Name:n02104029 kuvasz, Probability:0.2172781}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.996879}  {Name:n02363005 beaver, Probability:0.0008962503}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.00034827058}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.4839911}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.38683006}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.04932901}
{Name:n02486410 baboon, Probability:0.83535135}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.06534098}  {Name:n02137549 mongoose, Probability:0.024196507}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.4549477}  {Name:n02410509 bison, Probability:0.40328777}  {Name:n02504458 African elephant, Loxodonta africana, Probability:0.022951696}
{Name:n03160309 dam, dike, dyke, Probability:0.3349503}  {Name:n03388043 fountain, Probability:0.0906372}  {Name:n09288635 geyser, Probability:0.08886047}
{Name:n02442845 mink, Probability:0.22130999}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.12964316}  {Name:n02137549 mongoose, Probability:0.1255481}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9102203}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.02158935}  {Name:n02410509 bison, Probability:0.007774033}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99975115}  {Name:n02117135 hyena, hyaena, Probability:0.00013716733}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:4.8356877e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9966288}  {Name:n02444819 otter, Probability:0.0006934673}  {Name:n02363005 beaver, Probability:0.0004798938}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9650208}  {Name:n02444819 otter, Probability:0.01791278}  {Name:n02099601 golden retriever, Probability:0.008020907}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.73828363}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.06513625}  {Name:n02410509 bison, Probability:0.042174608}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02104029 kuvasz, Probability:0.31762093}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.1608357}  {Name:n02113799 standard poodle, Probability:0.10171175}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9479989}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.015734803}  {Name:n02410509 bison, Probability:0.008926347}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.69366336}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.16135255}  {Name:n02410509 bison, Probability:0.024246443}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.999421}  {Name:n02117135 hyena, hyaena, Probability:9.89935e-05}  {Name:n02099601 golden retriever, Probability:9.894725e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99021155}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.006684387}  {Name:n02410509 bison, Probability:0.0009648451}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.580239}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.14666177}  {Name:n02361337 marmot, Probability:0.045859266}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9807478}  {Name:n02117135 hyena, hyaena, Probability:0.008070528}  {Name:n02444819 otter, Probability:0.0032841382}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7732236}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.12325294}  {Name:n01883070 wombat, Probability:0.04771956}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.60529053}  {Name:n02361337 marmot, Probability:0.06584383}  {Name:n02115641 dingo, warrigal, warragal, Canis dingo, Probability:0.045502808}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9912254}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0021720512}  {Name:n02410509 bison, Probability:0.0013440759}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.95942557}  {Name:n02410509 bison, Probability:0.017347373}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.007757929}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99805886}  {Name:n02410509 bison, Probability:0.0004960803}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.00044047463}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.21696314}  {Name:n04399382 teddy, teddy bear, Probability:0.12922698}  {Name:n03874599 padlock, Probability:0.100900784}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.91107744}  {Name:n02102973 Irish water spaniel, Probability:0.0643763}  {Name:n02113712 miniature poodle, Probability:0.004942744}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.810836}  {Name:n02363005 beaver, Probability:0.103118874}  {Name:n02442845 mink, Probability:0.016061507}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.986837}  {Name:n02410509 bison, Probability:0.011471957}  {Name:n02403003 ox, Probability:0.0007944797}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9884242}  {Name:n02410509 bison, Probability:0.0040082117}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.002665615}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9762673}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.01671955}  {Name:n02361337 marmot, Probability:0.002862588}
{Name:n04404412 television, television system, Probability:0.08618195}  {Name:n10148035 groom, bridegroom, Probability:0.06675675}  {Name:n03782006 monitor, Probability:0.06572789}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.41229358}  {Name:n01883070 wombat, Probability:0.25550815}  {Name:n02410509 bison, Probability:0.058261245}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9551914}  {Name:n02363005 beaver, Probability:0.034130566}  {Name:n02346627 porcupine, hedgehog, Probability:0.0027682993}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98267823}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0078107137}  {Name:n01883070 wombat, Probability:0.0048803855}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.981754}  {Name:n02363005 beaver, Probability:0.009005611}  {Name:n02444819 otter, Probability:0.002779379}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99994683}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:4.4908433e-05}  {Name:n02112137 chow, chow chow, Probability:4.5516535e-06}
{Name:n01514668 cock, Probability:0.12290936}  {Name:n01514859 hen, Probability:0.11523285}  {Name:n02325366 wood rabbit, cottontail, cottontail rabbit, Probability:0.09267282}
{Name:n02361337 marmot, Probability:0.25576484}  {Name:n02138441 meerkat, mierkat, Probability:0.1469531}  {Name:n02444819 otter, Probability:0.1349045}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9486432}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.027051482}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.017613482}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99144506}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.0030494493}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.0017554652}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8368307}  {Name:n02361337 marmot, Probability:0.12195459}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0058985734}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.1966491}  {Name:n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis, Probability:0.13586041}  {Name:n02412080 ram, tup, Probability:0.02990219}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9735161}  {Name:n02410509 bison, Probability:0.022298567}  {Name:n02117135 hyena, hyaena, Probability:0.002849462}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98055905}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.010635557}  {Name:n02403003 ox, Probability:0.0027588205}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.47578505}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.40362027}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.029573383}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.79798263}  {Name:n02412080 ram, tup, Probability:0.019777702}  {Name:n02410509 bison, Probability:0.015713757}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9950118}  {Name:n02410509 bison, Probability:0.0013227027}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.0011402759}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9724531}  {Name:n01883070 wombat, Probability:0.025579782}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0009032628}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7457143}  {Name:n02403003 ox, Probability:0.04858895}  {Name:n02412080 ram, tup, Probability:0.03128074}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03743016 megalith, megalithic structure, Probability:0.18383923}  {Name:n04346328 stupa, tope, Probability:0.10654176}  {Name:n03042490 cliff dwelling, Probability:0.106478885}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9820632}  {Name:n02410509 bison, Probability:0.012633207}  {Name:n02093754 Border terrier, Probability:0.00085268985}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99580526}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0020575312}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0014469444}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9997842}  {Name:n02117135 hyena, hyaena, Probability:0.00014943695}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:4.588472e-05}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99144953}  {Name:n02410509 bison, Probability:0.003524945}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.0020247926}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.60231984}  {Name:n02410509 bison, Probability:0.33546662}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.040934317}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9688729}  {Name:n02410509 bison, Probability:0.020501122}  {Name:n02403003 ox, Probability:0.008720701}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9337054}  {Name:n02361337 marmot, Probability:0.029947063}  {Name:n02363005 beaver, Probability:0.009489165}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.81742257}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.15705398}  {Name:n02444819 otter, Probability:0.010102449}
{Name:n02117135 hyena, hyaena, Probability:0.42821497}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.2563121}  {Name:n02114367 timber wolf, grey wolf, gray wolf, Canis lupus, Probability:0.055896305}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9545707}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.027090605}  {Name:n01883070 wombat, Probability:0.014362544}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9898325}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0063722944}  {Name:n01883070 wombat, Probability:0.0023261132}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.102326825}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.10126516}  {Name:n02361337 marmot, Probability:0.07674281}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99922323}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0002565362}  {Name:n02363005 beaver, Probability:0.00014424423}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.765567}  {Name:n02096051 Airedale, Airedale terrier, Probability:0.029178148}  {Name:n02093991 Irish terrier, Probability:0.0290185}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9762123}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.013212422}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.0022224167}
