{Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.2975172}  {Name:n02115641 dingo, warrigal, warragal, Canis dingo, Probability:0.17326921}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.13703984}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7790398}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.02326544}  {Name:n02444819 otter, Probability:0.002241701}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96008396}  {Name:n02112137 chow, chow chow, Probability:0.0010485846}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00070777634}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.82947034}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.08367596}  {Name:n01883070 wombat, Probability:0.011036008}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8662878}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0069668377}  {Name:n04067472 reel, Probability:0.0019235121}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96850765}  {Name:n04067472 reel, Probability:0.00050619623}  {Name:n02410509 bison, Probability:0.00040382546}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.97234774}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0007792031}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.00065932237}
{Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.8423599}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.029959198}  {Name:n02415577 bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis, Probability:0.007928721}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8226595}  {Name:n02114712 red wolf, maned wolf, Canis rufus, Canis niger, Probability:0.022792593}  {Name:n02117135 hyena, hyaena, Probability:0.018851994}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.78761214}  {Name:n02410509 bison, Probability:0.124170326}  {Name:n02102973 Irish water spaniel, Probability:0.0074348664}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.91898197}  {Name:n02361337 marmot, Probability:0.003213678}  {Name:n02486410 baboon, Probability:0.003058166}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.95688367}  {Name:n02877765 bottlecap, Probability:0.005829061}  {Name:n04067472 reel, Probability:0.00080347504}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.93589413}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.004448446}  {Name:n02117135 hyena, hyaena, Probability:0.0021546974}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9755908}  {Name:n04067472 reel, Probability:0.0005652406}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00042018917}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8333237}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0272722}  {Name:n02877765 bottlecap, Probability:0.0073949303}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.87836295}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0045080297}  {Name:n02410509 bison, Probability:0.0032247317}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8476769}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.01966412}  {Name:n02877765 bottlecap, Probability:0.0027608073}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.68182313}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.072926536}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.013543967}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9536694}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0049090786}  {Name:n02877765 bottlecap, Probability:0.0024998472}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.84025335}  {Name:n02877765 bottlecap, Probability:0.003202848}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0031724395}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.58890694}  {Name:n02361337 marmot, Probability:0.029838685}  {Name:n02363005 beaver, Probability:0.027896259}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9746695}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0036856188}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0014772852}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.85805565}  {Name:n02100877 Irish setter, red setter, Probability:0.015101058}  {Name:n02090721 Irish wolfhound, Probability:0.008952705}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.91419715}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.004987516}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0012912179}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9558212}  {Name:n04067472 reel, Probability:0.0010495029}  {Name:n02117135 hyena, hyaena, Probability:0.0010488125}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.78243583}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.09214772}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.006315686}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.955998}  {Name:n04067472 reel, Probability:0.0014088233}  {Name:n02117135 hyena, hyaena, Probability:0.0009043372}
{Name:n02117135 hyena, hyaena, Probability:0.38011405}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.28583023}  {Name:n02102973 Irish water spaniel, Probability:0.036135327}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9425607}  {Name:n02410509 bison, Probability:0.009553611}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0027517364}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.948748}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0016466969}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0012047478}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.94689095}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0010497236}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00084465917}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9508467}  {Name:n02410509 bison, Probability:0.0017250042}  {Name:n02361337 marmot, Probability:0.0017173281}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.91144943}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0032873175}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0025908216}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9502348}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.004898721}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0026024736}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9725919}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.002157134}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0005034024}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.94346696}  {Name:n02877765 bottlecap, Probability:0.0022727351}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0008276432}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.918121}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00827339}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0014046445}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7457431}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.094020985}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.013547667}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.80926883}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.011213688}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0044361823}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.82936406}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.051159117}  {Name:n02877765 bottlecap, Probability:0.0018772348}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8896888}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0049751857}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.001560987}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9805982}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0037146418}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0014178636}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.86244}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.005521126}  {Name:n04067472 reel, Probability:0.0034095426}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9249458}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0063596717}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0010807737}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.87511724}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.018445164}  {Name:n02444819 otter, Probability:0.0023319959}
{Name:n01871265 tusker, Probability:0.31940365}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.25744572}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.21855971}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9536625}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0021569808}  {Name:n02117135 hyena, hyaena, Probability:0.0012397938}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.76182175}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.07171143}  {Name:n02090379 redbone, Probability:0.03679024}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.40108368}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.29704362}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.047135424}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02410509 bison, Probability:0.48678374}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.36898872}  {Name:n01871265 tusker, Probability:0.041686542}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.84261125}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.012459478}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.0010720714}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8696353}  {Name:n04067472 reel, Probability:0.005613154}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0016476191}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8611683}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.043156054}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.008163017}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.97261244}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.0011372394}  {Name:n02444819 otter, Probability:0.0010860089}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8528029}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.057868935}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0036002863}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.40372077}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.3404913}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.121659264}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8429955}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.03115788}  {Name:n02117135 hyena, hyaena, Probability:0.0096787345}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.74709773}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.119242504}  {Name:n02410509 bison, Probability:0.0072531723}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9759411}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.002589966}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0022736483}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.68257815}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.014995831}  {Name:n02128925 jaguar, panther, Panthera onca, Felis onca, Probability:0.014048555}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.93096465}  {Name:n02877765 bottlecap, Probability:0.0013789963}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.001097469}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.86095965}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.01272269}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0021732221}
